w1,w2,w3,count,p1,p2,p3,joint.prob.nonnorm,joint.prob,expected,disparity,score
members,show,more,9,9.54E-05,0.000552434,0.00241032,1.27E-10,1.85E-08,0.005633422,1597.608102,-0.73543387
welcome,back,please,9,0.000164415,0.001282435,0.000634641,1.34E-10,1.95E-08,0.005936807,1515.966443,-0.735758414
the,terrorist,fist,9,0.032968442,6.58E-05,8.22E-05,1.78E-10,2.60E-08,0.007907855,1138.108859,-0.737260487
up,close,view,9,0.003225817,0.000240046,0.000259775,2.01E-10,2.93E-08,0.008924419,1008.468993,-0.737775835
has,been,infringed,9,0.003653295,0.00187104,2.96E-05,2.02E-10,2.95E-08,0.008974904,1002.796186,-0.737798386
gave,prosecutors,a,9,0.000253199,3.95E-05,0.021117428,2.11E-10,3.08E-08,0.009360591,961.4777445,-0.737962637
providing,for,single,9,5.26E-05,0.008924432,0.000453785,2.13E-10,3.11E-08,0.009453006,952.0781451,-0.738000002
chris,browns,baby,9,0.000420902,8.88E-05,0.006152399,2.30E-10,3.35E-08,0.010200196,882.3359757,-0.738277244
continue,started,by,9,0.00024991,0.000335406,0.002772032,2.32E-10,3.39E-08,0.010308663,873.0521171,-0.738314149
miami,all,white,9,0.000138108,0.00395253,0.000476803,2.60E-10,3.80E-08,0.011547361,779.3988276,-0.738686443
yet,been,found,9,0.000341983,0.00187104,0.000414325,2.65E-10,3.87E-08,0.011761891,765.1830791,-0.738742954
com,2015,12,9,0.001226534,0.000644506,0.000355136,2.81E-10,4.10E-08,0.01245517,722.5915021,-0.738912265
were,doubts,as,9,0.001433696,4.60E-05,0.004524693,2.99E-10,4.36E-08,0.013249331,679.2795648,-0.73908444
a,mate,mr,9,0.021117428,4.93E-05,0.000305811,3.19E-10,4.65E-08,0.014132061,636.8497749,-0.739253109
been,found,though,9,0.00187104,0.000414325,0.000420902,3.26E-10,4.76E-08,0.014476174,621.7112517,-0.739313288
same,mistakes,as,9,0.000644506,0.00011509,0.004524693,3.36E-10,4.90E-08,0.014890304,604.4201842,-0.739382024
within,this,book,9,0.000190721,0.006764022,0.000263064,3.39E-10,4.95E-08,0.015056127,597.7632841,-0.739408487
dolph,live,in,9,3.95E-05,0.000723425,0.012064753,3.44E-10,5.02E-08,0.015279623,589.0197674,-0.739443244
it,grinsell,apparently,9,0.007714339,0.000207163,0.000223604,3.57E-10,5.21E-08,0.015853986,567.6805813,-0.739528072
27,2016,at,9,0.000108514,0.000943741,0.003774962,3.87E-10,5.64E-08,0.017151366,524.7395322,-0.739698773
1,day,ago,9,0.000871398,0.001052254,0.000437343,4.01E-10,5.85E-08,0.017791333,505.8642813,-0.739773807
property,has,been,9,6.58E-05,0.003653295,0.00187104,4.50E-10,6.56E-08,0.019944232,451.2582839,-0.739990878
is,also,informing,9,0.011732635,0.001331759,2.96E-05,4.62E-10,6.75E-08,0.02051556,438.6914095,-0.740040835
close,view,on,9,0.000240046,0.000259775,0.007816276,4.87E-10,7.11E-08,0.021624204,416.200287,-0.740130242
a,complaint,please,9,0.021117428,3.95E-05,0.000634641,5.29E-10,7.72E-08,0.023462261,383.5947478,-0.740259857
a,paternity,suit,9,0.021117428,0.000220316,0.000121667,5.66E-10,8.26E-08,0.025113534,358.3725034,-0.740360121
19,2016,at,9,0.000180856,0.000943741,0.003774962,6.44E-10,9.40E-08,0.028585611,314.8437193,-0.740533158
see,our,copyright,9,0.00152248,0.001535634,0.000299235,7.00E-10,1.02E-07,0.031038467,289.9627731,-0.740632066
term,relationship,when,9,0.000276217,0.001124597,0.002801627,8.70E-10,1.27E-07,0.03861055,233.0969128,-0.740858121
link,to,create,9,0.00015455,0.02759208,0.000220316,9.40E-10,1.37E-07,0.041681888,215.9211212,-0.740926399
not,been,changed,9,0.005146181,0.00187104,0.000101937,9.82E-10,1.43E-07,0.043546104,206.6775032,-0.740963144
they,too,maybe,9,0.003465863,0.000861533,0.000341983,1.02E-09,1.49E-07,0.045303968,198.6580952,-0.740995023
share,this,article,9,0.000654371,0.006764022,0.000243334,1.08E-09,1.57E-07,0.047783735,188.3486105,-0.741036006
prosecutors,a,first,9,3.95E-05,0.021117428,0.001348201,1.12E-09,1.64E-07,0.049842108,180.5702106,-0.741066927
has,on,individuals,9,0.003653295,0.007816276,4.27E-05,1.22E-09,1.78E-07,0.054156126,166.186184,-0.741124107
to,complete,account,9,0.02759208,0.000108514,0.000420902,1.26E-09,1.84E-07,0.055911177,160.9696048,-0.741144844
been,infringed,and,9,0.00187104,2.96E-05,0.022837206,1.26E-09,1.84E-07,0.056103251,160.4185116,-0.741147034
relationship,when,asked,9,0.001124597,0.002801627,0.000407749,1.28E-09,1.87E-07,0.056996526,157.9043603,-0.741157029
please,see,our,9,0.000634641,0.00152248,0.001535634,1.48E-09,2.16E-07,0.065828837,136.7181987,-0.741241249
they,are,seeking,9,0.003465863,0.004843658,8.88E-05,1.49E-09,2.17E-07,0.066125371,136.1050961,-0.741243686
infringed,and,would,9,2.96E-05,0.022837206,0.002259058,1.53E-09,2.23E-07,0.06773802,132.8648226,-0.741256567
new,password,your,9,0.001854598,0.000190721,0.004748297,1.68E-09,2.45E-07,0.074513556,120.7833908,-0.741304593
done,create,a,9,0.000371577,0.000220316,0.021117428,1.73E-09,2.52E-07,0.07669809,117.3432091,-0.741318269
single,people,an,9,0.000453785,0.00152248,0.002508969,1.73E-09,2.53E-07,0.076903413,117.0299159,-0.741319514
whats,going,on,9,0.000210451,0.001068696,0.007816276,1.76E-09,2.56E-07,0.077992621,115.3955315,-0.741326011
mistakes,as,they,9,0.00011509,0.004524693,0.003465863,1.80E-09,2.63E-07,0.080073367,112.3969223,-0.741337931
a,sit,down,9,0.021117428,0.000131532,0.000677389,1.88E-09,2.74E-07,0.083475401,107.8161937,-0.741356141
made,they,too,9,0.000631353,0.003465863,0.000861533,1.89E-09,2.75E-07,0.083638095,107.6064682,-0.741356975
an,up,close,9,0.002508969,0.003225817,0.000240046,1.94E-09,2.83E-07,0.086194074,104.4155314,-0.741369659
affects,the,drama,9,4.27E-05,0.032968442,0.001381084,1.95E-09,2.84E-07,0.086353778,104.222423,-0.741370427
browns,baby,mama,9,8.88E-05,0.006152399,0.00366316,2.00E-09,2.92E-07,0.088773582,101.3815125,-0.74138172
were,working,on,9,0.001433696,0.000184145,0.007816276,2.06E-09,3.01E-07,0.091551339,98.30549865,-0.741393948
keep,in,mind,9,0.000532704,0.012064753,0.000355136,2.28E-09,3.33E-07,0.101262229,88.8781542,-0.741431424
parents,within,the,9,0.000434055,0.000190721,0.032968442,2.73E-09,3.98E-07,0.121085078,74.32790353,-0.741489265
more,harm,to,9,0.00241032,4.27E-05,0.02759208,2.84E-09,4.15E-07,0.126131061,71.35435101,-0.741501085
some,sort,of,9,0.001611264,0.00011509,0.01604359,2.98E-09,4.34E-07,0.131994533,68.18464222,-0.741513686
us,on,facebook,9,0.001397525,0.007816276,0.00028937,3.16E-09,4.61E-07,0.140236733,64.17719398,-0.741529616
month,old,baby,9,0.000496532,0.001062119,0.006152399,3.24E-09,4.73E-07,0.143950858,62.52133623,-0.741536199
not,yet,been,9,0.005146181,0.000341983,0.00187104,3.29E-09,4.80E-07,0.146090155,61.60579423,-0.741539838
password,has,not,9,0.000190721,0.003653295,0.005146181,3.59E-09,5.23E-07,0.159080664,56.57507184,-0.741559836
maybe,making,the,9,0.000341983,0.000411037,0.032968442,4.63E-09,6.76E-07,0.205604234,43.77341765,-0.741610726
he,is,providing,9,0.007599249,0.011732635,5.26E-05,4.69E-09,6.84E-07,0.208116146,43.24508296,-0.741612826
show,more,if,9,0.000552434,0.00241032,0.003620412,4.82E-09,7.03E-07,0.213875765,42.08050404,-0.741617456
drama,have,made,9,0.001381084,0.005576948,0.000631353,4.86E-09,7.09E-07,0.215743325,41.71623847,-0.741618904
emotionally,he,is,9,5.59E-05,0.007599249,0.011732635,4.98E-09,7.27E-07,0.221123405,40.70125456,-0.741622938
man,who,may,9,0.001706625,0.002857528,0.001035813,5.05E-09,7.37E-07,0.224108686,40.15908604,-0.741625094
it,is,believed,9,0.007714339,0.011732635,5.59E-05,5.06E-09,7.38E-07,0.22447231,40.09403209,-0.741625352
im,not,saying,9,0.002097932,0.005146181,0.000470226,5.08E-09,7.41E-07,0.225233019,39.95861717,-0.741625891
veracity,of,that,9,2.96E-05,0.01604359,0.011456419,5.44E-09,7.94E-07,0.241330646,37.293233,-0.741636486
is,providing,for,9,0.011732635,5.26E-05,0.008924432,5.51E-09,8.04E-07,0.244408144,36.82365023,-0.741638353
doubts,as,to,9,4.60E-05,0.004524693,0.02759208,5.75E-09,8.38E-07,0.254988851,35.29566086,-0.741644427
like,to,file,9,0.00312388,0.02759208,7.23E-05,6.24E-09,9.10E-07,0.276643842,32.53280434,-0.74165541
has,not,yet,9,0.003653295,0.005146181,0.000341983,6.43E-09,9.38E-07,0.285248087,31.55148237,-0.741659311
not,sure,how,9,0.005146181,0.000549145,0.002298518,6.50E-09,9.48E-07,0.288183419,31.23011041,-0.741660589
click,here,to,9,0.000220316,0.001104867,0.02759208,6.72E-09,9.80E-07,0.297981157,30.20325208,-0.741664671
let,me,know,9,0.000753019,0.004120233,0.002170274,6.73E-09,9.82E-07,0.298738702,30.12666232,-0.741664975
another,part,of,9,0.000818785,0.000522839,0.01604359,6.87E-09,1.00E-06,0.304711111,29.53617272,-0.741667322
father,but,there,9,0.000858245,0.004971902,0.00173622,7.41E-09,1.08E-06,0.328690553,27.38137716,-0.741675888
rihanna,had,a,9,0.000141397,0.002505681,0.021117428,7.48E-09,1.09E-06,0.331936285,27.11363718,-0.741676952
is,believed,that,9,0.011732635,5.59E-05,0.011456419,7.51E-09,1.10E-06,0.33335956,26.9978758,-0.741677413
the,black,community,9,0.032968442,0.001555363,0.000151262,7.76E-09,1.13E-06,0.344118225,26.15380225,-0.741680768
could,go,on,9,0.000864821,0.001177209,0.007816276,7.96E-09,1.16E-06,0.3530441,25.49256596,-0.741683397
within,the,drama,9,0.000190721,0.032968442,0.001381084,8.68E-09,1.27E-06,0.385270703,23.36019825,-0.741691873
grow,up,and,9,0.000118379,0.003225817,0.022837206,8.72E-09,1.27E-06,0.386905372,23.26150181,-0.741692266
making,the,same,9,0.000411037,0.032968442,0.000644506,8.73E-09,1.27E-06,0.387484902,23.22671141,-0.741692404
are,seeking,a,9,0.004843658,8.88E-05,0.021117428,9.08E-09,1.32E-06,0.402900506,22.33802107,-0.741695937
on,the,damaging,9,0.007816276,0.032968442,3.62E-05,9.32E-09,1.36E-06,0.413533377,21.76366044,-0.74169822
feel,free,to,9,0.000772749,0.000440631,0.02759208,9.40E-09,1.37E-06,0.41681888,21.59211212,-0.741698902
did,not,want,9,0.001101579,0.005146181,0.001706625,9.67E-09,1.41E-06,0.429227469,20.96790314,-0.741701383
and,emotionally,he,9,0.022837206,5.59E-05,0.007599249,9.70E-09,1.42E-06,0.430409767,20.91030616,-0.741701612
able,to,see,9,0.000233469,0.02759208,0.00152248,9.81E-09,1.43E-06,0.435125026,20.68371036,-0.741702513
single,people,of,9,0.000453785,0.00152248,0.01604359,1.11E-08,1.62E-06,0.491758524,18.30166548,-0.741711982
on,defining,the,9,0.007816276,4.60E-05,0.032968442,1.19E-08,1.73E-06,0.526315207,17.10001892,-0.741716759
account,from,with,9,0.000420902,0.003271853,0.008704116,1.20E-08,1.75E-06,0.531799583,16.92366877,-0.74171746
away,from,her,9,0.000460361,0.003271853,0.008010286,1.21E-08,1.76E-06,0.535290334,16.81330565,-0.741717899
have,made,they,9,0.005576948,0.000631353,0.003465863,1.22E-08,1.78E-06,0.541413011,16.62316903,-0.741718655
first,name,of,9,0.001348201,0.000565587,0.01604359,1.22E-08,1.78E-06,0.542755362,16.58205635,-0.741718818
people,an,up,9,0.00152248,0.002508969,0.003225817,1.23E-08,1.80E-06,0.54668296,16.46292396,-0.741719292
on,it,grinsell,9,0.007816276,0.007714339,0.000207163,1.25E-08,1.82E-06,0.55419007,16.23991566,-0.741720178
not,the,product,9,0.005146181,0.032968442,7.56E-05,1.28E-08,1.87E-06,0.569286492,15.80926322,-0.74172189
this,book,he,9,0.006764022,0.000263064,0.007599249,1.35E-08,1.97E-06,0.59990879,15.0022806,-0.741725098
baby,mama,wants,9,0.006152399,0.00366316,0.000611623,1.38E-08,2.01E-06,0.611551342,14.71667116,-0.741726233
the,white,house,9,0.032968442,0.000476803,0.000891128,1.40E-08,2.04E-06,0.621478336,14.48159892,-0.741727168
on,fox,news,9,0.007816276,0.001025948,0.001792121,1.44E-08,2.10E-06,0.63758968,14.11566134,-0.741728622
the,same,thing,9,0.032968442,0.000644506,0.000677389,1.44E-08,2.10E-06,0.638575119,14.09387828,-0.741728709
i,could,go,9,0.014264622,0.000864821,0.001177209,1.45E-08,2.12E-06,0.644301769,13.96860979,-0.741729207
that,statement,it,9,0.011456419,0.000164415,0.007714339,1.45E-08,2.12E-06,0.644669553,13.9606407,-0.741729239
statement,it,is,9,0.000164415,0.007714339,0.011732635,1.49E-08,2.17E-06,0.660212676,13.63197091,-0.741730545
on,this,site,9,0.007816276,0.006764022,0.00028937,1.53E-08,2.23E-06,0.678745786,13.25975082,-0.741732025
the,veracity,of,9,0.032968442,2.96E-05,0.01604359,1.57E-08,2.28E-06,0.694483655,12.95926828,-0.741733219
a,first,name,9,0.021117428,0.001348201,0.000565587,1.61E-08,2.35E-06,0.714403553,12.59792167,-0.741734656
he,was,born,9,0.007599249,0.005981408,0.000378154,1.72E-08,2.51E-06,0.762590667,11.80187536,-0.74173782
who,may,be,9,0.002857528,0.001035813,0.005813705,1.72E-08,2.51E-06,0.763437681,11.78878148,-0.741737872
i,dont,believe,9,0.014264622,0.002686537,0.00046365,1.78E-08,2.59E-06,0.788300347,11.41696821,-0.74173935
man,who,has,9,0.001706625,0.002857528,0.003653295,1.78E-08,2.60E-06,0.790427778,11.38623952,-0.741739473
listen,to,me,9,0.000161126,0.02759208,0.004120233,1.83E-08,2.67E-06,0.812684306,11.07441098,-0.741740712
i,found,out,9,0.014264622,0.000414325,0.003127168,1.85E-08,2.70E-06,0.819976887,10.97591914,-0.741741104
one,of,those,9,0.002456356,0.01604359,0.000493244,1.94E-08,2.84E-06,0.862389936,10.43611436,-0.74174325
his,child,support,9,0.006356274,0.003038384,0.001012795,1.96E-08,2.85E-06,0.867791801,10.37115122,-0.741743508
in,the,beginning,9,0.012064753,0.032968442,4.93E-05,1.96E-08,2.86E-06,0.870417616,10.33986426,-0.741743632
you,must,be,9,0.010821778,0.000325541,0.005813705,2.05E-08,2.99E-06,0.908670311,9.904582434,-0.741745362
the,importance,of,9,0.032968442,3.95E-05,0.01604359,2.09E-08,3.04E-06,0.925978207,9.71945121,-0.741746098
go,to,court,9,0.001177209,0.02759208,0.0006741,2.19E-08,3.19E-06,0.97143022,9.264690159,-0.741747906
if,she,doesnt,9,0.003620412,0.007934655,0.000782614,2.25E-08,3.28E-06,0.997430396,9.023186015,-0.741748866
a,long,time,9,0.021117428,0.000591893,0.001805274,2.26E-08,3.29E-06,1.001096981,8.990137988,-0.741748998
book,he,is,9,0.000263064,0.007599249,0.011732635,2.35E-08,3.42E-06,1.04058073,8.649016593,-0.741750354
to,kill,her,9,0.02759208,0.000111802,0.008010286,2.47E-08,3.60E-06,1.096303809,8.209403201,-0.741752101
years,old,and,9,0.001025948,0.001062119,0.022837206,2.49E-08,3.63E-06,1.104054132,8.151774212,-0.74175233
product,of,a,9,7.56E-05,0.01604359,0.021117428,2.56E-08,3.74E-06,1.136815421,7.916852491,-0.741753264
the,only,thing,9,0.032968442,0.001147615,0.000677389,2.56E-08,3.74E-06,1.137054676,7.915186656,-0.741753271
to,the,veracity,9,0.02759208,0.032968442,2.96E-05,2.69E-08,3.93E-06,1.194386626,7.535248473,-0.741754781
was,born,in,9,0.005981408,0.000378154,0.012064753,2.73E-08,3.98E-06,1.210707554,7.43366965,-0.741755185
told,me,she,9,0.000858245,0.004120233,0.007934655,2.81E-08,4.09E-06,1.244829585,7.229905291,-0.741755995
i,can,say,9,0.014264622,0.001933517,0.001058831,2.92E-08,4.26E-06,1.295638207,6.946383606,-0.741757122
of,that,statement,9,0.01604359,0.011456419,0.000164415,3.02E-08,4.41E-06,1.340725809,6.71278194,-0.741758051
while,he,was,9,0.0006741,0.007599249,0.005981408,3.06E-08,4.47E-06,1.359400754,6.620564224,-0.741758417
because,they,are,9,0.001917076,0.003465863,0.004843658,3.22E-08,4.70E-06,1.4278182,6.303323491,-0.741759678
you,a,link,9,0.010821778,0.021117428,0.00015455,3.53E-08,5.15E-06,1.566956869,5.743616931,-0.741761903
to,pay,child,9,0.02759208,0.000430767,0.003038384,3.61E-08,5.27E-06,1.602204654,5.617259928,-0.741762406
in,to,complete,9,0.012064753,0.02759208,0.000108514,3.61E-08,5.27E-06,1.60264146,5.615728922,-0.741762412
her,baby,daddy,9,0.008010286,0.006152399,0.000739866,3.65E-08,5.32E-06,1.617687354,5.563497778,-0.741762619
now,we,are,9,0.002226175,0.003485592,0.004843658,3.76E-08,5.48E-06,1.66747097,5.397395314,-0.74176328
drama,has,on,9,0.001381084,0.003653295,0.007816276,3.94E-08,5.75E-06,1.749659471,5.143858075,-0.741764287
the,product,of,9,0.032968442,7.56E-05,0.01604359,4.00E-08,5.84E-06,1.774791562,5.071018023,-0.741764577
the,last,time,9,0.032968442,0.0006741,0.001805274,4.01E-08,5.85E-06,1.779979115,5.0562391,-0.741764636
have,a,problem,9,0.005576948,0.021117428,0.000388019,4.57E-08,6.67E-06,2.027398671,4.439186101,-0.741767089
your,relationship,with,9,0.004748297,0.001124597,0.008704116,4.65E-08,6.78E-06,2.062092969,4.364497689,-0.741767386
want,to,take,9,0.001706625,0.02759208,0.001016083,4.78E-08,6.98E-06,2.122758357,4.239766608,-0.741767881
just,trying,to,9,0.003166628,0.000611623,0.02759208,5.34E-08,7.80E-06,2.370903913,3.79602056,-0.741769645
to,talk,about,9,0.02759208,0.000542569,0.003791404,5.68E-08,8.28E-06,2.518186977,3.573999899,-0.741770528
child,has,not,9,0.003038384,0.003653295,0.005146181,5.71E-08,8.33E-06,2.534319545,3.551249098,-0.741770618
the,amount,of,9,0.032968442,0.000108514,0.01604359,5.74E-08,8.37E-06,2.546440068,3.534345895,-0.741770686
one,of,our,9,0.002456356,0.01604359,0.001535634,6.05E-08,8.83E-06,2.684907336,3.352070993,-0.74177141
if,they,are,9,0.003620412,0.003465863,0.004843658,6.08E-08,8.87E-06,2.696445691,3.337727153,-0.741771467
how,do,you,9,0.002298518,0.002541852,0.010821778,6.32E-08,9.22E-06,2.805081946,3.208462417,-0.741771981
in,your,relationship,9,0.012064753,0.004748297,0.001124597,6.44E-08,9.40E-06,2.858261846,3.148766798,-0.741772218
and,a,half,9,0.022837206,0.021117428,0.000138108,6.66E-08,9.72E-06,2.954968412,3.045717837,-0.741772628
view,on,the,9,0.000259775,0.007816276,0.032968442,6.69E-08,9.77E-06,2.969921527,3.030383099,-0.741772689
you,should,be,9,0.010821778,0.001170633,0.005813705,7.36E-08,1.07E-05,3.267541724,2.754364216,-0.741773786
baby,mama,or,9,0.006152399,0.00366316,0.003367214,7.59E-08,1.11E-05,3.366820291,2.673145348,-0.741774109
i,just,want,9,0.014264622,0.003166628,0.001706625,7.71E-08,1.12E-05,3.42014244,2.631469349,-0.741774275
and,their,children,9,0.022837206,0.002531987,0.001335048,7.72E-08,1.13E-05,3.424916674,2.627801158,-0.741774289
rest,of,the,9,0.000147973,0.01604359,0.032968442,7.83E-08,1.14E-05,3.472418274,2.591853656,-0.741774432
told,her,that,9,0.000858245,0.008010286,0.011456419,7.88E-08,1.15E-05,3.494273854,2.57564243,-0.741774497
i,love,him,9,0.014264622,0.001703337,0.003446133,8.37E-08,1.22E-05,3.714852641,2.422707135,-0.741775105
first,of,all,9,0.001348201,0.01604359,0.00395253,8.55E-08,1.25E-05,3.792976426,2.372806733,-0.741775303
we,need,to,9,0.003485592,0.000914146,0.02759208,8.79E-08,1.28E-05,3.900545814,2.307369386,-0.741775563
to,get,back,9,0.02759208,0.002604329,0.001282435,9.22E-08,1.34E-05,4.088504788,2.201293741,-0.741775985
child,was,not,9,0.003038384,0.005981408,0.005146181,9.35E-08,1.36E-05,4.149349463,2.169014705,-0.741776113
that,he,did,9,0.011456419,0.007599249,0.001101579,9.59E-08,1.40E-05,4.254846529,2.11523493,-0.741776327
is,a,big,9,0.011732635,0.021117428,0.000420902,1.04E-07,1.52E-05,4.62664436,1.945254335,-0.741777003
mama,drama,and,9,0.00366316,0.001381084,0.022837206,1.16E-07,1.69E-05,5.125871708,1.755798918,-0.741777756
he,is,also,9,0.007599249,0.011732635,0.001331759,1.19E-07,1.73E-05,5.267939946,1.708447722,-0.741777944
be,a,good,9,0.005813705,0.021117428,0.000989777,1.22E-07,1.77E-05,5.391133154,1.669407849,-0.741778099
me,of,new,9,0.004120233,0.01604359,0.001854598,1.23E-07,1.79E-05,5.43903676,1.654704757,-0.741778158
to,see,what,9,0.02759208,0.00152248,0.002982483,1.25E-07,1.83E-05,5.558568988,1.619121759,-0.741778299
i,wanted,to,9,0.014264622,0.000328829,0.02759208,1.29E-07,1.89E-05,5.7420143,1.567394216,-0.741778505
not,the,father,9,0.005146181,0.032968442,0.000858245,1.46E-07,2.12E-05,6.460164107,1.393153463,-0.741779197
to,give,you,9,0.02759208,0.000489956,0.010821778,1.46E-07,2.13E-05,6.490660189,1.386607793,-0.741779223
so,if,you,9,0.003745368,0.003620412,0.010821778,1.47E-07,2.14E-05,6.51028388,1.382428196,-0.74177924
in,the,end,9,0.012064753,0.032968442,0.00038473,1.53E-07,2.23E-05,6.789257407,1.325623623,-0.741779466
want,him,to,9,0.001706625,0.003446133,0.02759208,1.62E-07,2.37E-05,7.199517017,1.250083857,-0.741779766
they,want,to,9,0.003465863,0.001706625,0.02759208,1.63E-07,2.38E-05,7.240735626,1.24296763,-0.741779794
the,drama,has,9,0.032968442,0.001381084,0.003653295,1.66E-07,2.43E-05,7.379926739,1.219524301,-0.741779888
was,the,father,9,0.005981408,0.032968442,0.000858245,1.69E-07,2.47E-05,7.508650805,1.198617466,-0.741779971
i,would,have,9,0.014264622,0.002259058,0.005576948,1.80E-07,2.62E-05,7.97320873,1.128780182,-0.741780248
to,get,an,9,0.02759208,0.002604329,0.002508969,1.80E-07,2.63E-05,7.9987927,1.125169802,-0.741780263
in,the,media,9,0.012064753,0.032968442,0.000466938,1.86E-07,2.71E-05,8.239953434,1.092239182,-0.741780394
i,do,not,9,0.014264622,0.002541852,0.005146181,1.87E-07,2.72E-05,8.278361446,1.087171665,-0.741780414
the,birth,of,9,0.032968442,0.000355136,0.01604359,1.88E-07,2.74E-05,8.333803859,1.079939023,-0.741780442
name,of,a,9,0.000565587,0.01604359,0.021117428,1.92E-07,2.80E-05,8.501402281,1.05864888,-0.741780527
dont,know,the,9,0.002686537,0.002170274,0.032968442,1.92E-07,2.80E-05,8.528147307,1.055328863,-0.74178054
may,be,the,9,0.001035813,0.005813705,0.032968442,1.99E-07,2.90E-05,8.808085379,1.021788461,-0.741780674
love,chelsielovely,april,8,0.001703337,2.63E-05,0.000167703,7.51E-12,1.10E-09,0.000333389,23996.0116,-0.763083603
contacted,by,workers,8,5.92E-05,0.002772032,4.60E-05,7.55E-12,1.10E-09,0.000335111,23872.66318,-0.763573942
digital,network,2016,8,5.26E-05,0.000164415,0.000943741,8.16E-12,1.19E-09,0.000362187,22088.03604,-0.770668253
network,2016,nyp,8,0.000164415,0.000943741,5.26E-05,8.16E-12,1.19E-09,0.000362187,22088.03604,-0.770668253
meltdown,uncensored,now,8,8.88E-05,4.27E-05,0.002226175,8.45E-12,1.23E-09,0.000374849,21341.90591,-0.773634294
account,already,exists,8,0.000420902,0.000526127,3.95E-05,8.74E-12,1.27E-09,0.000387679,20635.63263,-0.776441896
getelementsbytagname,s,0,8,2.96E-05,0.000822074,0.000361712,8.80E-12,1.28E-09,0.000390424,20490.55788,-0.777018602
singles,guide,how,8,3.62E-05,0.000111802,0.002298518,9.30E-12,1.36E-09,0.000412392,19399.03864,-0.781357646
new,password,forgotpassword,8,0.001854598,0.000190721,2.63E-05,9.30E-12,1.36E-09,0.000412817,19379.02404,-0.781437209
reserved,post,digital,8,0.000355136,0.000582028,5.26E-05,1.09E-11,1.59E-09,0.000482479,16581.04819,-0.792559818
contacting,us,weve,8,3.95E-05,0.001397525,0.000213739,1.18E-11,1.72E-09,0.000522931,15298.38032,-0.797658723
atlanta,daily,world,8,0.000105225,0.00026964,0.000420902,1.19E-11,1.74E-09,0.000529828,15099.24339,-0.798450339
d,createelement,s,8,0.000503109,2.96E-05,0.000822074,1.22E-11,1.79E-09,0.000543044,14731.77364,-0.799911117
d,getelementsbytagname,s,8,0.000503109,2.96E-05,0.000822074,1.22E-11,1.79E-09,0.000543044,14731.77364,-0.799911117
received,your,submission,8,8.22E-05,0.004748297,3.29E-05,1.28E-11,1.87E-09,0.000569467,14048.23567,-0.80262834
social,phenomenon,which,8,0.000351848,3.95E-05,0.000930587,1.29E-11,1.88E-09,0.000573208,13956.53236,-0.802992882
copyright,2016,nyp,8,0.000299235,0.000943741,5.26E-05,1.49E-11,2.17E-09,0.00065918,12136.28354,-0.810228797
already,exists,sign,8,0.000526127,3.95E-05,0.000805632,1.67E-11,2.44E-09,0.000742042,10781.06521,-0.815616107
0,pst,us,8,9.54E-05,0.000131532,0.001397525,1.75E-11,2.56E-09,0.000777693,10286.84194,-0.81758076
authorities,were,apparently,8,5.59E-05,0.001433696,0.000223604,1.79E-11,2.61E-09,0.00079507,10062.0081,-0.818474527
password,sent,account,8,0.000190721,0.000226892,0.000420902,1.82E-11,2.66E-09,0.000808068,9900.153586,-0.819117937
were,apparently,contacted,8,0.001433696,0.000223604,5.92E-05,1.90E-11,2.77E-09,0.000841839,9503.007652,-0.820696685
existing,account,use,8,8.55E-05,0.000420902,0.000575452,2.07E-11,3.02E-09,0.000918718,8707.78344,-0.823857887
nypost,com,account,8,4.27E-05,0.001226534,0.000420902,2.21E-11,3.22E-09,0.000979091,8170.84237,-0.825992354
on,kanyes,epic,8,0.007816276,5.59E-05,5.26E-05,2.30E-11,3.35E-09,0.001019904,7843.879265,-0.827292109
us,weve,received,8,0.001397525,0.000213739,8.22E-05,2.46E-11,3.58E-09,0.00108944,7343.222553,-0.829282336
photos,coming,soon,8,0.000568875,0.000226892,0.000203874,2.63E-11,3.84E-09,0.001167476,6852.390474,-0.831233508
an,accidental,dad,8,0.002508969,3.95E-05,0.000318965,3.16E-11,4.61E-09,0.001401001,5710.201947,-0.835773975
almost,done,almost,8,0.000302523,0.000371577,0.000302523,3.40E-11,4.96E-09,0.001508742,5302.429316,-0.837394967
happens,well,send,8,0.000144685,0.001321894,0.000180856,3.46E-11,5.05E-09,0.001534626,5212.998104,-0.837750477
welcome,back,welcome,8,0.000164415,0.001282435,0.000164415,3.47E-11,5.06E-09,0.001538033,5201.449308,-0.837796386
apparently,contacted,by,8,0.000223604,5.92E-05,0.002772032,3.67E-11,5.35E-09,0.001627684,4914.960066,-0.838935248
been,changed,weve,8,0.00187104,0.000101937,0.000213739,4.08E-11,5.95E-09,0.001808624,4423.251864,-0.840889903
done,almost,done,8,0.000371577,0.000302523,0.000371577,4.18E-11,6.09E-09,0.001853129,4317.022098,-0.841312191
mothers,impacted,by,8,0.000322253,4.93E-05,0.002772032,4.41E-11,6.43E-09,0.001954816,4092.456545,-0.842204892
sent,account,already,8,0.000226892,0.000420902,0.000526127,5.02E-11,7.33E-09,0.002229154,3588.805675,-0.844207022
your,ad,choices,8,0.004748297,0.000124955,8.55E-05,5.07E-11,7.40E-09,0.002250532,3554.715502,-0.844342538
